05/12/2024, Furgao, 63
05/12/2024, Furgao, 59
06/12/2024, Furgao, 72
06/12/2024, Furgao, 72
06/12/2024, Furgao, 70
10/12/2024, Furgao, 70
12/12/2024, Furgao, 79
12/12/2024, Furgao, 71
12/12/2024, Furgao, 68
16/12/2024, Furgao, 72
17/12/2024, Furgao, 75
17/12/2024, Furgao, 82
18/12/2024, Furgao, 49
19/12/2024, Furgao, 69
19/12/2024, Furgao, 68
19/12/2024, Furgao, 69
19/12/2024, Furgao, 77
06/01/2025, Furgao, 62
06/01/2025, Furgao, 63
06/01/2025, Furgao, 64
07/01/2025, Furgao, 67
07/01/2025, Furgao, 69
07/01/2025, Furgao, 70
13/01/2025, Furgao, 63
13/01/2025, Furgao, 67
13/01/2025, Furgao, 63
14/01/2025, Furgao, 63
14/01/2025, Furgao, 63
14/01/2025, Furgao, 62
15/01/2025, Furgao, 62
15/01/2025, Furgao, 69
15/01/2025, Furgao, 64
15/01/2025, Furgao, 62
16/01/2025, Furgao, 56
16/01/2025, Furgao, 50
17/01/2025, Furgao, 65
17/01/2025, Furgao, 54
17/01/2025, Furgao, 61
20/01/2025, Furgao, 68
20/01/2025, Furgao, 70
20/01/2025, Furgao, 72
21/01/2025, Furgao, 61
21/01/2025, Furgao, 71
21/01/2025, Furgao, 76
21/01/2025, Furgao, 75
22/01/2025, Furgao, 64
22/01/2025, Furgao, 75
22/01/2025, Furgao, 76
22/01/2025, Furgao, 76
23/01/2025, Furgao, 77
23/01/2025, Furgao, 62
23/01/2025, Furgao, 75
24/01/2025, Furgao, 54
27/01/2025, Furgao, 63
27/01/2025, Furgao, 68
27/01/2025, Furgao, 52
27/01/2025, Furgao, 53
27/01/2025, Furgao, 63
27/01/2025, Furgao, 68
27/01/2025, Furgao, 52
28/01/2025, Furgao, 53
28/01/2025, Furgao, 69
29/01/2025, Furgao, 70
29/01/2025, Furgao, 71
30/01/2025, Furgao, 74
30/01/2025, Furgao, 70
10/02/2025, Furgao, 70
10/02/2025, Furgao, 71
11/02/2025, Furgao, 70
11/02/2025, Furgao, 72
11/02/2025, Furgao, 70
12/02/2025, Furgao, 71
12/02/2025, Furgao, 72
12/02/2025, Furgao, 70
17/02/2025, Furgao, 70
17/02/2025, Furgao, 67
18/02/2025, Furgao, 69
18/02/2025, Furgao, 69
20/02/2025, Furgao, 70
20/02/2025, Furgao, 64
20/02/2025, Furgao, 63
20/02/2025, Furgao, 61
24/02/2025, Furgao, 70
24/02/2025, Furgao, 60
24/02/2025, Furgao, 71
25/02/2025, Furgao, 68
25/02/2025, Furgao, 71
25/02/2025, Furgao, 66
25/02/2025, Furgao, 70
26/02/2025, Furgao, 69
26/02/2025, Furgao, 70
26/02/2025, Furgao, 69
26/02/2025, Furgao, 71
27/02/2025, Furgao, 68
27/02/2025, Furgao, 68
17/03/2025, Furgao, 69
17/03/2025, Furgao, 67
17/03/2025, Furgao, 70
18/03/2025, Furgao, 70
18/03/2025, Furgao, 68
18/03/2025, Furgao, 70
19/03/2025, Furgao, 69
19/03/2025, Furgao, 69
19/03/2025, Furgao, 64
19/03/2025, Furgao, 64
20/03/2025, Furgao, 58
20/03/2025, Furgao, 46
20/03/2025, Furgao, 70
21/03/2025, Furgao, 64
21/03/2025, Furgao, 64
21/03/2025, Furgao, 60
