05/08/2024, Furgao, 56
05/08/2024, Furgao, 59
05/08/2024, Furgao, 62
06/08/2024, Furgao, 58
06/08/2024, Furgao, 72
07/08/2024, Furgao, 58
07/08/2024, Furgao, 66
07/08/2024, Furgao, 61
08/08/2024, Furgao, 56
09/08/2024, Furgao, 70
09/08/2024, Furgao, 67
12/08/2024, Furgao, 54
12/08/2024, Furgao, 58
12/08/2024, Furgao, 58
13/08/2024, Furgao, 55
13/08/2024, Furgao, 62
13/08/2024, Furgao, 63
14/08/2024, Furgao, 66
14/08/2024, Furgao, 56
15/08/2024, Furgao, 55
15/08/2024, Furgao, 57
15/08/2024, Furgao, 51
16/08/2024, Furgao, 51
16/08/2024, Furgao, 56
19/08/2024, Furgao, 63
19/08/2024, Furgao, 67
20/08/2024, Furgao, 62
20/08/2024, Furgao, 60
20/08/2024, Furgao, 53
21/08/2024, Furgao, 59
21/08/2024, Furgao, 59
21/08/2024, Furgao, 57
23/08/2024, Furgao, 58
23/08/2024, Furgao, 65
23/08/2024, Furgao, 52
23/08/2024, Furgao, 64
26/08/2024, Furgao, 58
27/08/2024, Furgao, 57
28/08/2024, Furgao, 60
28/08/2024, Furgao, 66
29/08/2024, Furgao, 52
29/08/2024, Furgao, 51
02/09/2024, Furgao, 64
06/09/2024, Furgao, 67
06/09/2024, Furgao, 60
09/09/2024, Furgao, 67
10/09/2024, Furgao, 90
11/09/2024, Furgao, 86
11/09/2024, Furgao, 47
13/09/2024, Furgao, 70
13/09/2024, Furgao, 60
24/09/2024, Furgao, 71
24/09/2024, Furgao, 66
24/09/2024, Furgao, 68
25/09/2024, Furgao, 64
26/09/2024, Furgao, 67
26/09/2024, Furgao, 69
27/09/2024, Furgao, 70
30/09/2024, Furgao, 66
30/09/2024, Furgao, 64
01/10/2024, Furgao, 70
02/10/2024, Furgao, 67
04/10/2024, Furgao, 57
04/10/2024, Furgao, 66
07/10/2024, Furgao, 64
07/10/2024, Furgao, 68
07/10/2024, Furgao, 57
07/10/2024, Furgao, 70
08/10/2024, Furgao, 64
08/10/2024, Furgao, 60
09/10/2024, Furgao, 72
09/10/2024, Furgao, 64
10/10/2024, Furgao, 66
10/10/2024, Furgao, 67
10/10/2024, Furgao, 60
21/10/2024, Furgao, 68
21/10/2024, Furgao, 59
21/10/2024, Furgao, 63
22/10/2024, Furgao, 65
22/10/2024, Furgao, 64
23/10/2024, Furgao, 58
23/10/2024, Furgao, 62
24/10/2024, Furgao, 70
25/10/2024, Furgao, 69
25/10/2024, Furgao, 70
25/10/2024, Furgao, 67
25/10/2024, Furgao, 67
28/10/2024, Furgao, 70
28/10/2024, Furgao, 69
28/10/2024, Furgao, 68
29/10/2024, Furgao, 64
31/10/2024, Furgao, 61
31/10/2024, Furgao, 67
01/11/2024, Furgao, 59
01/11/2024, Furgao, 66
04/11/2024, Furgao, 51
04/11/2024, Furgao, 56
05/11/2024, Furgao, 66
05/11/2024, Furgao, 66
05/11/2024, Furgao, 68
06/11/2024, Furgao, 39
06/11/2024, Furgao, 63
06/11/2024, Furgao, 65
06/11/2024, Furgao, 53
07/11/2024, Furgao, 60
07/11/2024, Furgao, 64
08/11/2024, Furgao, 64
08/11/2024, Furgao, 55
08/11/2024, Furgao, 65
08/11/2024, Furgao, 64
12/11/2024, Furgao, 62
12/11/2024, Furgao, 63
03/12/2024, Furgao, 41
03/12/2024, Furgao, 48
03/12/2024, Furgao, 48
03/12/2024, Furgao, 49
04/12/2024, Furgao, 47
04/12/2024, Furgao, 50
04/12/2024, Furgao, 48
05/12/2024, Furgao, 55
05/12/2024, Furgao, 45
09/12/2024, Furgao, 56
09/12/2024, Furgao, 60
09/12/2024, Furgao, 62
10/12/2024, Furgao, 52
10/12/2024, Furgao, 57
11/12/2024, Furgao, 51
11/12/2024, Furgao, 59
13/12/2024, Furgao, 62
13/12/2024, Furgao, 61
13/12/2024, Furgao, 61
13/12/2024, Furgao, 58
16/12/2024, Furgao, 58
16/12/2024, Furgao, 55
16/12/2024, Furgao, 55
17/12/2024, Furgao, 55
17/12/2024, Furgao, 60
18/12/2024, Furgao, 51
18/12/2024, Furgao, 50
18/12/2024, Furgao, 50
20/12/2024, Furgao, 57
20/12/2024, Furgao, 56
20/12/2024, Furgao, 50
20/12/2024, Furgao, 50
06/01/2025, Furgao, 40
06/01/2025, Furgao, 41
06/01/2025, Furgao, 42
06/01/2025, Furgao, 40
06/01/2025, Furgao, 41
09/01/2025, Furgao, 41
10/01/2025, Furgao, 44
10/01/2025, Furgao, 40
13/01/2025, Furgao, 44
13/01/2025, Furgao, 49
16/01/2025, Furgao, 46
16/01/2025, Furgao, 50
23/01/2025, Furgao, 47
24/01/2025, Furgao, 51
24/01/2025, Furgao, 59
24/01/2025, Furgao, 62
28/01/2025, Furgao, 58
28/01/2025, Furgao, 51
29/01/2025, Furgao, 52
29/01/2025, Furgao, 55
30/01/2025, Furgao, 49
30/01/2025, Furgao, 54
31/01/2025, Furgao, 53
31/01/2025, Furgao, 51
31/01/2025, Furgao, 52
31/01/2025, Furgao, 54
10/02/2025, Furgao, 52
11/02/2025, Furgao, 53
12/02/2025, Furgao, 53
17/02/2025, Furgao, 62
