17/02/2025, Furgao, 55
17/02/2025, Furgao, 56
17/02/2025, Furgao, 62
17/02/2025, Furgao, 55
18/02/2025, Furgao, 56
18/02/2025, Furgao, 61
19/02/2025, Furgao, 53
19/02/2025, Furgao, 54
19/02/2025, Furgao, 61
19/02/2025, Furgao, 65
21/02/2025, Furgao, 56
21/02/2025, Furgao, 60
21/02/2025, Furgao, 60
21/02/2025, Furgao, 57
24/02/2025, Furgao, 65
27/02/2025, Furgao, 60
27/02/2025, Furgao, 61
28/02/2025, Furgao, 61
28/02/2025, Furgao, 61
28/02/2025, Furgao, 62
28/02/2025, Furgao, 61
